time_iso,elapsed_s,V_mV,I_mA,T_0p1C
2026-09-04T11:25:37.047,140.691,4028,12,240
2026-09-04T11:25:37.247,140.891,4028,13,240
2026-09-04T11:25:37.447,141.090,4030,12,240
2026-09-04T11:25:37.646,141.290,4028,14,240
2026-09-04T11:25:37.847,141.490,4028,14,240
2026-09-04T11:25:38.046,141.690,4030,14,240
2026-09-04T11:25:38.246,141.890,4028,14,240
2026-09-04T11:25:38.446,142.089,4030,13,240
2026-09-04T11:25:38.646,142.289,4031,15,240
2026-09-04T11:25:38.846,142.490,4028,13,240
2026-09-04T11:25:39.045,142.689,4030,14,241
2026-09-04T11:25:39.245,142.889,4030,13,240
2026-09-04T11:25:39.445,143.089,4030,12,240
2026-09-04T11:25:39.645,143.289,4030,14,240
2026-09-04T11:25:39.845,143.489,4031,12,240
2026-09-04T11:25:40.044,143.688,4031,13,241
2026-09-04T11:25:40.244,143.888,4031,13,240
2026-09-04T11:25:40.444,144.088,4031,12,240
2026-09-04T11:25:40.644,144.288,4032,13,240
2026-09-04T11:25:40.844,144.488,4031,15,240
2026-09-04T11:25:41.044,144.687,4032,13,240
2026-09-04T11:25:41.244,144.887,4031,15,240
2026-09-04T11:25:41.444,145.087,4031,13,240
2026-09-04T11:25:41.643,145.287,4032,15,240
2026-09-04T11:25:41.843,145.487,4031,13,240
2026-09-04T11:25:42.043,145.687,4032,15,240
2026-09-04T11:25:42.243,145.887,4032,14,241
2026-09-04T11:25:42.443,146.086,4032,14,240
2026-09-04T11:25:42.643,146.286,4031,14,240
2026-09-04T11:25:42.842,146.486,4032,11,240
2026-09-04T11:25:43.043,146.687,4032,14,240
2026-09-04T11:25:43.242,146.886,4032,12,240
2026-09-04T11:25:43.442,147.086,4032,13,240
2026-09-04T11:25:43.642,147.286,4033,13,240
2026-09-04T11:25:43.842,147.485,4033,13,239
2026-09-04T11:25:44.042,147.685,4035,13,240
2026-09-04T11:25:44.241,147.885,4032,15,240
2026-09-04T11:25:44.441,148.085,4035,13,239
2026-09-04T11:25:44.641,148.285,4033,15,240
2026-09-04T11:25:44.841,148.485,4033,12,239
2026-09-04T11:25:45.041,148.684,4035,14,240
2026-09-04T11:25:45.240,148.884,4033,14,240
2026-09-04T11:25:45.440,149.084,4035,15,240
2026-09-04T11:25:45.641,149.284,4035,14,239
2026-09-04T11:25:45.840,149.484,4036,13,239
2026-09-04T11:25:46.040,149.684,4036,12,240
2026-09-04T11:25:46.240,149.884,4033,11,239
2026-09-04T11:25:46.440,150.083,4035,14,240
2026-09-04T11:25:46.640,150.284,4035,12,240
2026-09-04T11:25:46.840,150.483,4036,14,239
2026-09-04T11:25:47.039,150.683,4036,13,239
2026-09-04T11:25:47.239,150.883,4036,13,239
2026-09-04T11:25:47.439,151.083,4035,13,239
2026-09-04T11:25:47.639,151.283,4036,15,239
2026-09-04T11:25:47.839,151.483,4036,13,239
2026-09-04T11:25:48.039,151.683,4035,14,240
2026-09-04T11:25:48.239,151.883,4035,12,239
2026-09-04T11:25:48.439,152.082,4036,14,239
2026-09-04T11:25:48.639,152.282,4036,15,239
2026-09-04T11:25:48.838,152.482,4037,14,239
2026-09-04T11:25:49.039,152.682,4036,15,239
2026-09-04T11:25:49.238,152.882,4036,13,239
2026-09-04T11:25:49.438,153.082,4036,13,239
2026-09-04T11:25:49.638,153.282,4037,11,239
2026-09-04T11:25:49.838,153.482,4037,14,239
2026-09-04T11:25:50.038,153.682,4036,12,240
2026-09-04T11:25:50.238,153.881,4037,13,239
2026-09-04T11:25:50.437,154.081,4037,12,239
2026-09-04T11:25:50.637,154.281,4037,13,238
2026-09-04T11:25:50.837,154.481,4037,13,239
2026-09-04T11:25:51.037,154.681,4037,14,239
2026-09-04T11:25:51.237,154.881,4037,13,239
2026-09-04T11:25:51.437,155.080,4037,14,239
2026-09-04T11:25:51.637,155.280,4038,13,239
2026-09-04T11:25:51.837,155.480,4037,13,239
2026-09-04T11:25:52.037,155.680,4037,15,239
2026-09-04T11:25:52.236,155.880,4037,13,239
2026-09-04T11:25:52.436,156.080,4038,12,238
2026-09-04T11:25:52.636,156.279,4038,13,238
2026-09-04T11:25:52.836,156.479,4038,12,239
2026-09-04T11:25:53.036,156.679,4038,13,238
2026-09-04T11:25:53.236,156.879,4040,14,239
2026-09-04T11:25:53.435,157.079,4038,13,239
2026-09-04T11:25:53.635,157.279,4038,13,239
2026-09-04T11:25:53.835,157.479,4038,12,238
2026-09-04T11:25:54.035,157.678,4040,13,239
2026-09-04T11:25:54.235,157.878,4038,14,239
2026-09-04T11:25:54.434,158.078,4038,13,238
2026-09-04T11:25:54.634,158.278,4038,14,239
2026-09-04T11:25:54.834,158.478,4038,13,238
2026-09-04T11:25:55.034,158.678,4038,16,239
2026-09-04T11:25:55.234,158.878,4038,13,238
2026-09-04T11:25:55.434,159.077,4040,14,239
2026-09-04T11:25:55.634,159.277,4038,13,238
2026-09-04T11:25:55.833,159.477,4040,12,238
2026-09-04T11:25:56.033,159.677,4040,13,239
2026-09-04T11:25:56.233,159.877,4040,12,238
2026-09-04T11:25:56.433,160.076,4040,12,239
2026-09-04T11:25:56.633,160.277,4040,14,238
2026-09-04T11:25:56.832,160.476,4041,12,238
2026-09-04T11:25:57.033,160.677,4040,13,238
2026-09-04T11:25:57.233,160.877,4040,12,238
2026-09-04T11:25:57.432,161.076,4041,13,239
2026-09-04T11:25:57.632,161.276,4040,15,238
2026-09-04T11:25:57.832,161.476,4041,14,239
2026-09-04T11:25:58.032,161.676,4041,14,238
2026-09-04T11:25:58.231,161.875,4041,14,239
2026-09-04T11:25:58.431,162.075,4040,15,238
2026-09-04T11:25:58.631,162.275,4041,13,238
2026-09-04T11:25:58.831,162.475,4041,15,238
2026-09-04T11:25:59.031,162.675,4040,13,238
2026-09-04T11:25:59.231,162.875,4041,12,238
2026-09-04T11:25:59.431,163.074,4040,13,238
2026-09-04T11:25:59.631,163.274,4041,12,239
2026-09-04T11:25:59.830,163.474,4041,12,239
2026-09-04T11:26:00.030,163.674,4041,14,238
2026-09-04T11:26:00.230,163.874,4041,12,238
2026-09-04T11:26:00.430,164.074,4042,13,238
2026-09-04T11:26:00.630,164.274,4042,15,238
2026-09-04T11:26:00.830,164.473,4042,13,238
2026-09-04T11:26:01.030,164.673,4041,15,238
2026-09-04T11:26:01.230,164.873,4042,13,238
2026-09-04T11:26:01.429,165.073,4041,14,238
2026-09-04T11:26:01.629,165.273,4042,13,238
2026-09-04T11:26:01.829,165.473,4042,15,238
2026-09-04T11:26:02.029,165.673,4042,13,239
2026-09-04T11:26:02.229,165.872,4043,15,238
2026-09-04T11:26:02.429,166.072,4042,13,238
2026-09-04T11:26:02.629,166.273,4042,12,238
2026-09-04T11:26:02.829,166.472,4042,14,238
2026-09-04T11:26:03.028,166.672,4042,12,239
2026-09-04T11:26:03.228,166.872,4042,13,238
2026-09-04T11:26:03.428,167.071,4042,13,238
2026-09-04T11:26:03.628,167.271,4043,13,238
2026-09-04T11:26:03.827,167.471,4042,13,238
2026-09-04T11:26:04.027,167.671,4042,15,238
2026-09-04T11:26:04.227,167.871,4043,13,238
2026-09-04T11:26:04.427,168.070,4043,15,238
2026-09-04T11:26:04.627,168.270,4043,13,238
2026-09-04T11:26:04.827,168.470,4043,15,238
2026-09-04T11:26:05.026,168.670,4042,14,238
2026-09-04T11:26:05.226,168.870,4045,15,238
2026-09-04T11:26:05.426,169.070,4045,12,237
2026-09-04T11:26:05.626,169.269,4043,15,238
2026-09-04T11:26:05.826,169.469,4045,13,238
2026-09-04T11:26:06.025,169.669,4043,13,238
2026-09-04T11:26:06.226,169.869,4043,13,238
2026-09-04T11:26:06.425,170.069,4045,13,237
2026-09-04T11:26:06.625,170.269,4043,13,237
2026-09-04T11:26:06.825,170.469,4043,14,238
2026-09-04T11:26:07.025,170.668,4043,13,237
2026-09-04T11:26:07.225,170.868,4045,13,238
2026-09-04T11:26:07.424,171.068,4043,14,237
2026-09-04T11:26:07.624,171.268,4043,16,237
2026-09-04T11:26:07.824,171.468,4045,14,238
2026-09-04T11:26:08.024,171.667,4045,14,237
2026-09-04T11:26:08.224,171.867,4045,13,238
2026-09-04T11:26:08.423,172.067,4045,12,237
2026-09-04T11:26:08.623,172.267,4045,13,237
2026-09-04T11:26:08.823,172.467,4045,12,237
2026-09-04T11:26:09.023,172.666,4043,12,238
2026-09-04T11:26:09.223,172.866,4043,14,237
2026-09-04T11:26:09.422,173.066,4045,12,237
2026-09-04T11:26:09.622,173.266,4043,13,236
2026-09-04T11:26:09.822,173.466,4045,12,237
2026-09-04T11:26:10.022,173.666,4045,13,237
2026-09-04T11:26:10.222,173.866,4045,13,237
2026-09-04T11:26:10.422,174.065,4046,15,237
2026-09-04T11:26:10.622,174.265,4043,13,236
2026-09-04T11:26:10.821,174.465,4046,15,237
2026-09-04T11:26:11.021,174.665,4045,13,237
2026-09-04T11:26:11.221,174.865,4045,14,237
2026-09-04T11:26:11.421,175.064,4045,11,236
2026-09-04T11:26:11.621,175.265,4045,14,237
2026-09-04T11:26:11.820,175.464,4046,12,236
2026-09-04T11:26:12.020,175.664,4046,13,237
2026-09-04T11:26:12.221,175.864,4046,14,237
2026-09-04T11:26:12.420,176.064,4046,12,236
2026-09-04T11:26:12.621,176.264,4046,13,237
2026-09-04T11:26:12.820,176.464,4046,14,237
2026-09-04T11:26:13.020,176.663,4046,13,236
2026-09-04T11:26:13.220,176.863,4046,13,237
2026-09-04T11:26:13.419,177.063,4046,15,236
2026-09-04T11:26:13.619,177.263,4046,14,237
2026-09-04T11:26:13.819,177.463,4046,15,237
2026-09-04T11:26:14.019,177.663,4046,13,237
2026-09-04T11:26:14.219,177.862,4046,14,236
2026-09-04T11:26:14.419,178.062,4047,11,237
2026-09-04T11:26:14.619,178.262,4046,14,236
2026-09-04T11:26:14.818,178.462,4047,12,237
2026-09-04T11:26:15.018,178.662,4046,13,237
2026-09-04T11:26:15.218,178.862,4046,14,236
2026-09-04T11:26:15.418,179.061,4046,12,236
2026-09-04T11:26:15.618,179.261,4046,13,237
2026-09-04T11:26:15.818,179.461,4047,14,237
2026-09-04T11:26:16.018,179.661,4046,13,236
2026-09-04T11:26:16.217,179.861,4046,14,237
2026-09-04T11:26:16.417,180.061,4047,15,236
2026-09-04T11:26:16.617,180.261,4046,13,237
2026-09-04T11:26:16.817,180.460,4047,15,236
2026-09-04T11:26:17.017,180.661,4047,13,237
2026-09-04T11:26:17.217,180.860,4047,14,236
2026-09-04T11:26:17.416,181.060,4047,12,237
2026-09-04T11:26:17.617,181.261,4047,15,236
2026-09-04T11:26:17.816,181.460,4047,12,237
2026-09-04T11:26:18.016,181.660,4047,14,236
2026-09-04T11:26:18.216,181.860,4047,13,236
2026-09-04T11:26:18.415,182.059,4048,13,236
2026-09-04T11:26:18.615,182.259,4047,13,236
2026-09-04T11:26:18.815,182.459,4047,16,236
2026-09-04T11:26:19.015,182.659,4047,13,236
2026-09-04T11:26:19.215,182.858,4047,15,236
2026-09-04T11:26:19.414,183.058,4047,14,236
2026-09-04T11:26:19.615,183.258,4047,14,237
2026-09-04T11:26:19.814,183.458,4047,14,236
2026-09-04T11:26:20.014,183.658,4047,14,237
2026-09-04T11:26:20.214,183.858,4048,14,236
2026-09-04T11:26:20.414,184.058,4047,13,236
2026-09-04T11:26:20.614,184.258,4047,14,236
2026-09-04T11:26:20.814,184.457,4047,12,236
2026-09-04T11:26:21.014,184.657,4047,13,237
2026-09-04T11:26:21.213,184.857,4048,12,236
2026-09-04T11:26:21.413,185.057,4047,13,236
2026-09-04T11:26:21.613,185.257,4047,14,236
2026-09-04T11:26:21.813,185.457,4047,14,236
2026-09-04T11:26:22.013,185.657,4048,13,236
2026-09-04T11:26:22.213,185.856,4048,14,236
2026-09-04T11:26:22.413,186.056,4047,12,236
2026-09-04T11:26:22.612,186.256,4048,14,236
2026-09-04T11:26:22.812,186.456,4047,14,236
2026-09-04T11:26:23.012,186.656,4047,15,236
2026-09-04T11:26:23.212,186.856,4047,14,236
2026-09-04T11:26:23.412,187.056,4048,15,236
2026-09-04T11:26:23.612,187.255,4048,12,236
2026-09-04T11:26:23.812,187.456,4048,12,236
2026-09-04T11:26:24.012,187.655,4047,13,236
2026-09-04T11:26:24.213,187.856,4048,13,236
2026-09-04T11:26:24.411,188.055,4048,13,235
2026-09-04T11:26:24.611,188.255,4050,15,235
2026-09-04T11:26:24.811,188.455,4048,13,236
2026-09-04T11:26:25.011,188.655,4050,13,235
2026-09-04T11:26:25.211,188.855,4048,14,236
2026-09-04T11:26:25.411,189.054,4048,13,235
2026-09-04T11:26:25.611,189.254,4048,13,235
2026-09-04T11:26:25.810,189.454,4050,16,235
2026-09-04T11:26:26.010,189.654,4050,14,235
2026-09-04T11:26:26.210,189.854,4050,15,236
2026-09-04T11:26:26.410,190.054,4048,13,235
2026-09-04T11:26:26.610,190.253,4048,13,235
2026-09-04T11:26:26.810,190.453,4050,11,235
2026-09-04T11:26:27.010,190.653,4048,14,235
2026-09-04T11:26:27.209,190.853,4050,12,236
2026-09-04T11:26:27.409,191.053,4050,13,235
2026-09-04T11:26:27.610,191.253,4048,13,235
2026-09-04T11:26:27.809,191.453,4048,13,235
2026-09-04T11:26:28.009,191.653,4050,13,235
2026-09-04T11:26:28.209,191.853,4048,15,235
2026-09-04T11:26:28.409,192.052,4050,13,235
2026-09-04T11:26:28.609,192.252,4048,15,235
2026-09-04T11:26:28.808,192.452,4048,14,235
2026-09-04T11:26:29.008,192.652,4050,14,235
2026-09-04T11:26:29.208,192.852,4050,14,235
2026-09-04T11:26:29.408,193.052,4048,14,234
2026-09-04T11:26:29.608,193.252,4050,12,234
2026-09-04T11:26:29.808,193.452,4048,13,235
2026-09-04T11:26:30.008,193.652,4050,14,234
2026-09-04T11:26:30.208,193.851,4050,12,235
2026-09-04T11:26:30.407,194.051,4050,13,235
2026-09-04T11:26:30.607,194.251,4050,13,234
2026-09-04T11:26:30.807,194.451,4050,13,235
2026-09-04T11:26:31.007,194.651,4050,13,235
2026-09-04T11:26:31.207,194.851,4051,15,235
2026-09-04T11:26:31.407,195.050,4048,13,235
2026-09-04T11:26:31.606,195.250,4050,15,234
2026-09-04T11:26:31.806,195.450,4050,13,235
2026-09-04T11:26:32.006,195.650,4051,14,235
2026-09-04T11:26:32.206,195.850,4050,14,235
2026-09-04T11:26:32.406,196.049,4050,14,234
2026-09-04T11:26:32.606,196.249,4051,12,235
2026-09-04T11:26:32.805,196.449,4051,13,234
2026-09-04T11:26:33.005,196.649,4050,14,235
2026-09-04T11:26:33.206,196.850,4050,12,235
2026-09-04T11:26:33.405,197.049,4051,13,234
2026-09-04T11:26:33.605,197.248,4050,13,234
2026-09-04T11:26:33.805,197.448,4051,13,235
2026-09-04T11:26:34.005,197.648,4050,13,234
2026-09-04T11:26:34.204,197.848,4051,15,234
2026-09-04T11:26:34.404,198.048,4051,13,234
2026-09-04T11:26:34.605,198.249,4051,15,234
2026-09-04T11:26:34.804,198.448,4051,14,235
2026-09-04T11:26:35.004,198.648,4050,14,234
2026-09-04T11:26:35.204,198.848,4051,11,235
2026-09-04T11:26:35.403,199.047,4051,13,234
2026-09-04T11:26:35.604,199.247,4051,12,235
2026-09-04T11:26:35.803,199.447,4051,12,234
2026-09-04T11:26:36.003,199.647,4051,14,235
2026-09-04T11:26:36.203,199.847,4051,12,234
2026-09-04T11:26:36.403,200.047,4051,13,234
2026-09-04T11:26:36.603,200.246,4051,13,234
2026-09-04T11:26:36.803,200.447,4052,13,235
2026-09-04T11:26:37.003,200.647,4051,13,234
2026-09-04T11:26:37.203,200.846,4051,15,235
2026-09-04T11:26:37.402,201.046,4051,13,234
2026-09-04T11:26:37.602,201.246,4051,14,235
2026-09-04T11:26:37.802,201.446,4051,14,234
2026-09-04T11:26:38.002,201.646,4052,13,235
2026-09-04T11:26:38.202,201.845,4052,12,234
2026-09-04T11:26:38.402,202.045,4051,13,234
2026-09-04T11:26:38.601,202.245,4051,13,234
2026-09-04T11:26:38.802,202.445,4051,11,234
2026-09-04T11:26:39.001,202.645,4052,14,235
2026-09-04T11:26:39.201,202.845,4051,12,234
2026-09-04T11:26:39.401,203.045,4051,13,234
2026-09-04T11:26:39.601,203.245,4051,14,234
2026-09-04T11:26:39.801,203.444,4051,12,235
2026-09-04T11:26:40.000,203.644,4051,13,234
2026-09-04T11:26:40.201,203.845,4052,14,235
2026-09-04T11:26:40.400,204.044,4052,13,234
2026-09-04T11:26:40.600,204.244,4052,13,234
2026-09-04T11:26:40.800,204.444,4052,15,234
2026-09-04T11:26:41.000,204.643,4051,13,235
2026-09-04T11:26:41.200,204.843,4052,12,234
2026-09-04T11:26:41.399,205.043,4051,13,234
2026-09-04T11:26:41.599,205.243,4052,12,234
2026-09-04T11:26:41.800,205.444,4052,11,234
2026-09-04T11:26:41.999,205.643,4052,14,235
2026-09-04T11:26:42.199,205.842,4052,12,234
2026-09-04T11:26:42.399,206.042,4051,13,233
2026-09-04T11:26:42.599,206.243,4052,14,234
2026-09-04T11:26:42.798,206.442,4052,12,234
2026-09-04T11:26:42.998,206.642,4052,13,234
2026-09-04T11:26:43.198,206.842,4052,14,234
2026-09-04T11:26:43.398,207.041,4052,16,234
2026-09-04T11:26:43.598,207.241,4051,13,234
2026-09-04T11:26:43.798,207.441,4052,15,234
2026-09-04T11:26:43.997,207.641,4052,13,234
2026-09-04T11:26:44.197,207.841,4052,12,233
2026-09-04T11:26:44.397,208.041,4053,13,234
2026-09-04T11:26:44.597,208.241,4053,13,234
2026-09-04T11:26:44.797,208.440,4053,11,234
2026-09-04T11:26:44.997,208.641,4052,14,234
2026-09-04T11:26:45.196,208.840,4052,12,234
2026-09-04T11:26:45.396,209.040,4052,13,234
2026-09-04T11:26:45.596,209.240,4052,14,234
2026-09-04T11:26:45.796,209.440,4053,12,234
2026-09-04T11:26:45.996,209.640,4052,13,234
2026-09-04T11:26:46.196,209.840,4052,14,234
2026-09-04T11:26:46.396,210.039,4053,15,234
2026-09-04T11:26:46.596,210.240,4052,14,234
2026-09-04T11:26:46.795,210.439,4052,15,235
2026-09-04T11:26:46.996,210.639,4052,13,234
2026-09-04T11:26:47.195,210.839,4052,12,234
2026-09-04T11:26:47.395,211.039,4053,13,235
2026-09-04T11:26:47.595,211.239,4052,13,235
2026-09-04T11:26:47.795,211.438,4053,12,235
2026-09-04T11:26:47.995,211.638,4052,15,235
2026-09-04T11:26:48.194,211.838,4052,12,235
2026-09-04T11:26:48.394,212.038,4053,14,235
2026-09-04T11:26:48.594,212.238,4052,12,235
2026-09-04T11:26:48.794,212.438,4053,13,235
2026-09-04T11:26:48.994,212.637,4052,13,235
2026-09-04T11:26:49.194,212.837,4053,15,235
2026-09-04T11:26:49.393,213.037,4052,14,235
2026-09-04T11:26:49.593,213.237,4053,15,235
2026-09-04T11:26:49.793,213.437,4053,13,235
2026-09-04T11:26:49.993,213.637,4052,14,236
2026-09-04T11:26:50.193,213.837,4052,11,235
2026-09-04T11:26:50.393,214.037,4052,15,235
2026-09-04T11:26:50.593,214.237,4053,12,235
2026-09-04T11:26:50.794,214.438,4053,15,235
2026-09-04T11:26:50.993,214.636,4053,13,236
2026-09-04T11:26:51.192,214.836,4052,13,235
2026-09-04T11:26:51.392,215.036,4053,13,235
2026-09-04T11:26:51.592,215.236,4053,13,235
2026-09-04T11:26:51.792,215.436,4053,13,235
2026-09-04T11:26:51.992,215.636,4053,15,235
2026-09-04T11:26:52.192,215.836,4053,13,235
2026-09-04T11:26:52.392,216.035,4055,15,235
2026-09-04T11:26:52.591,216.235,4055,14,235
2026-09-04T11:26:52.792,216.435,4053,16,236
2026-09-04T11:26:52.992,216.635,4053,13,235
2026-09-04T11:26:53.191,216.835,4053,15,236
2026-09-04T11:26:53.391,217.035,4052,13,235
2026-09-04T11:26:53.591,217.235,4053,12,235
2026-09-04T11:26:53.791,217.435,4053,13,235
2026-09-04T11:26:53.990,217.634,4055,13,235
2026-09-04T11:26:54.190,217.834,4053,11,236
2026-09-04T11:26:54.391,218.034,4053,14,235
2026-09-04T11:26:54.590,218.234,4055,12,235
2026-09-04T11:26:54.790,218.434,4053,14,235
2026-09-04T11:26:54.990,218.634,4052,14,236
2026-09-04T11:26:55.190,218.833,4053,13,235
2026-09-04T11:26:55.389,219.033,4055,14,236
2026-09-04T11:26:55.589,219.233,4053,15,235
2026-09-04T11:26:55.789,219.433,4055,14,236
2026-09-04T11:26:55.989,219.633,4053,15,235
2026-09-04T11:26:56.189,219.832,4053,13,236
2026-09-04T11:26:56.389,220.033,4053,14,235
2026-09-04T11:26:56.589,220.232,4055,11,236
2026-09-04T11:26:56.788,220.432,4055,15,236
2026-09-04T11:26:56.988,220.632,4053,12,235
2026-09-04T11:26:57.188,220.832,4053,14,236
2026-09-04T11:26:57.388,221.032,4053,13,236
2026-09-04T11:26:57.588,221.232,4055,13,235
2026-09-04T11:26:57.789,221.433,4055,13,235
2026-09-04T11:26:57.988,221.631,4055,15,236
2026-09-04T11:26:58.187,221.831,4055,13,236
2026-09-04T11:26:58.387,222.031,4053,15,236
2026-09-04T11:26:58.587,222.231,4053,13,236
2026-09-04T11:26:58.787,222.431,4053,14,236
2026-09-04T11:26:58.987,222.631,4053,14,236
2026-09-04T11:26:59.187,222.831,4053,15,236
2026-09-04T11:26:59.387,223.030,4053,14,237
2026-09-04T11:26:59.586,223.230,4055,14,236
2026-09-04T11:26:59.786,223.430,4053,14,237
2026-09-04T11:26:59.986,223.630,4055,12,236
2026-09-04T11:27:00.186,223.830,4055,13,237
2026-09-04T11:27:00.386,224.030,4055,13,236
2026-09-04T11:27:00.586,224.229,4055,13,236
2026-09-04T11:27:00.785,224.429,4055,14,236
2026-09-04T11:27:00.985,224.629,4055,14,237
2026-09-04T11:27:01.185,224.829,4055,13,237
2026-09-04T11:27:01.385,225.029,4055,14,236
2026-09-04T11:27:01.585,225.229,4055,13,237
2026-09-04T11:27:01.785,225.429,4055,14,236
2026-09-04T11:27:01.985,225.629,4055,15,237
2026-09-04T11:27:02.185,225.829,4053,14,236
2026-09-04T11:27:02.384,226.028,4055,15,237
2026-09-04T11:27:02.584,226.228,4053,13,236
2026-09-04T11:27:02.784,226.428,4056,14,236
2026-09-04T11:27:02.984,226.628,4055,11,236
2026-09-04T11:27:03.184,226.828,4055,15,236
2026-09-04T11:27:03.384,227.027,4053,12,237
2026-09-04T11:27:03.584,227.228,4055,13,236
2026-09-04T11:27:03.783,227.427,4056,14,236
2026-09-04T11:27:03.983,227.627,4056,12,236
2026-09-04T11:27:04.183,227.827,4056,13,237
2026-09-04T11:27:04.383,228.027,4055,14,236
2026-09-04T11:27:04.583,228.227,4055,14,237
2026-09-04T11:27:04.783,228.426,4055,14,236
2026-09-04T11:27:04.983,228.626,4056,15,236
2026-09-04T11:27:05.183,228.826,4055,14,237
2026-09-04T11:27:05.382,229.026,4055,14,237
2026-09-04T11:27:05.582,229.226,4055,14,237
2026-09-04T11:27:05.782,229.426,4056,14,236
2026-09-04T11:27:05.982,229.626,4055,13,237
2026-09-04T11:27:06.182,229.826,4055,14,236
2026-09-04T11:27:06.382,230.025,4056,12,237
2026-09-04T11:27:06.582,230.226,4056,13,237
2026-09-04T11:27:06.781,230.425,4056,12,237
2026-09-04T11:27:06.982,230.625,4055,13,236
2026-09-04T11:27:07.181,230.825,4056,13,237
2026-09-04T11:27:07.381,231.025,4056,15,237
2026-09-04T11:27:07.581,231.224,4055,13,237
2026-09-04T11:27:07.781,231.424,4056,15,237
2026-09-04T11:27:07.980,231.624,4055,13,236
2026-09-04T11:27:08.180,231.824,4056,15,237
2026-09-04T11:27:08.380,232.024,4055,14,237
2026-09-04T11:27:08.580,232.224,4056,15,237
2026-09-04T11:27:08.780,232.424,4056,13,236
2026-09-04T11:27:08.980,232.624,4056,15,237
2026-09-04T11:27:09.180,232.823,4056,12,237
2026-09-04T11:27:09.380,233.023,4056,12,237
2026-09-04T11:27:09.579,233.223,4056,13,238
2026-09-04T11:27:09.779,233.423,4056,13,237
2026-09-04T11:27:09.979,233.623,4055,13,237
2026-09-04T11:27:10.179,233.823,4056,14,237
2026-09-04T11:27:10.379,234.022,4056,13,237
2026-09-04T11:27:10.578,234.222,4056,13,237
2026-09-04T11:27:10.778,234.422,4056,13,237
2026-09-04T11:27:10.978,234.622,4056,13,237
2026-09-04T11:27:11.178,234.822,4055,14,237
2026-09-04T11:27:11.378,235.022,4056,15,237
2026-09-04T11:27:11.578,235.222,4055,14,238
2026-09-04T11:27:11.778,235.421,4056,12,237
2026-09-04T11:27:11.977,235.621,4056,13,237
2026-09-04T11:27:12.177,235.821,4056,12,237
2026-09-04T11:27:12.377,236.021,4056,11,237
2026-09-04T11:27:12.577,236.221,4056,15,238
2026-09-04T11:27:12.777,236.421,4056,12,237
2026-09-04T11:27:12.977,236.620,4056,14,237
2026-09-04T11:27:13.177,236.820,4056,13,237
2026-09-04T11:27:13.377,237.021,4057,13,237
2026-09-04T11:27:13.576,237.220,4056,13,237
2026-09-04T11:27:13.776,237.420,4056,15,238
2026-09-04T11:27:13.976,237.620,4056,13,237
2026-09-04T11:27:14.176,237.820,4057,15,237
2026-09-04T11:27:14.376,238.020,4056,14,237
2026-09-04T11:27:14.575,238.219,4056,14,238
2026-09-04T11:27:14.775,238.419,4056,11,237
2026-09-04T11:27:14.975,238.619,4056,14,238
2026-09-04T11:27:15.175,238.819,4057,12,237
2026-09-04T11:27:15.375,239.019,4056,13,238
2026-09-04T11:27:15.575,239.219,4056,14,238
2026-09-04T11:27:15.775,239.418,4056,12,237
2026-09-04T11:27:15.974,239.618,4057,13,237
2026-09-04T11:27:16.174,239.818,4056,12,238
2026-09-04T11:27:16.374,240.017,4056,13,238
2026-09-04T11:27:16.574,240.218,4056,13,237
2026-09-04T11:27:16.774,240.417,4056,15,238
2026-09-04T11:27:16.973,240.617,4057,14,237
2026-09-04T11:27:17.173,240.817,4056,15,238
2026-09-04T11:27:17.373,241.017,4056,13,238
2026-09-04T11:27:17.573,241.217,4057,14,237
2026-09-04T11:27:17.772,241.416,4057,11,237
2026-09-04T11:27:17.973,241.616,4057,14,238
2026-09-04T11:27:18.172,241.816,4056,12,237
2026-09-04T11:27:18.372,242.016,4057,13,238
2026-09-04T11:27:18.572,242.216,4057,14,238
2026-09-04T11:27:18.772,242.416,4057,12,237
2026-09-04T11:27:18.972,242.615,4057,13,237
2026-09-04T11:27:19.171,242.815,4056,14,238
2026-09-04T11:27:19.371,243.015,4056,13,238
2026-09-04T11:27:19.571,243.215,4057,13,238
2026-09-04T11:27:19.771,243.415,4057,15,237
2026-09-04T11:27:19.971,243.615,4056,14,238
2026-09-04T11:27:20.171,243.815,4057,15,238
2026-09-04T11:27:20.371,244.014,4057,14,238
2026-09-04T11:27:20.570,244.214,4056,14,237
2026-09-04T11:27:20.771,244.414,4057,12,238
2026-09-04T11:27:20.970,244.614,4057,14,237
2026-09-04T11:27:21.170,244.814,4057,12,238
2026-09-04T11:27:21.370,245.014,4057,13,238
2026-09-04T11:27:21.570,245.214,4056,14,237
2026-09-04T11:27:21.770,245.413,4057,12,237
2026-09-04T11:27:21.969,245.613,4057,13,237
2026-09-04T11:27:22.170,245.814,4057,14,237
2026-09-04T11:27:22.369,246.013,4056,13,237
2026-09-04T11:27:22.569,246.213,4057,14,237
2026-09-04T11:27:22.769,246.413,4057,15,237
2026-09-04T11:27:22.969,246.613,4057,13,237
2026-09-04T11:27:23.169,246.813,4057,15,237
2026-09-04T11:27:23.369,247.012,4057,13,237
2026-09-04T11:27:23.568,247.212,4057,14,237
2026-09-04T11:27:23.768,247.412,4056,11,236
2026-09-04T11:27:23.969,247.612,4057,16,237
2026-09-04T11:27:24.168,247.812,4057,12,236
