elapsed_s,V_mV,I_mA,soc_ref_pct,soc_mcu_pct,err_pct,err_nobias_pct,state
5527.7,3488,2002,49.62,44.05,-5.57,-3.86,load
5532.7,3487,2002,49.54,43.99,-5.55,-3.84,load
5537.7,3486,2002,49.46,43.92,-5.54,-3.83,load
5542.7,3485,2003,49.37,43.83,-5.54,-3.83,load
5547.7,3483,2002,49.29,43.74,-5.55,-3.84,load
5552.7,3482,2003,49.21,43.67,-5.54,-3.83,load
5557.7,3480,2003,49.12,43.59,-5.53,-3.82,load
5562.7,3480,2002,49.04,43.52,-5.52,-3.81,load
5567.7,3478,2003,48.96,43.42,-5.54,-3.83,load
5572.7,3477,2003,48.88,43.33,-5.55,-3.84,load
5577.7,3476,2002,48.79,43.28,-5.51,-3.80,load
5582.7,3476,2002,48.71,43.22,-5.49,-3.78,load
5587.7,3475,2003,48.63,43.11,-5.52,-3.81,load
5592.7,3472,2003,48.54,43.03,-5.51,-3.80,load
5597.7,3472,2003,48.46,42.97,-5.49,-3.78,load
5602.7,3470,2002,48.38,42.89,-5.49,-3.78,load
5607.7,3468,2002,48.29,42.80,-5.49,-3.78,load
5612.7,3468,2002,48.21,42.72,-5.49,-3.78,load
5617.7,3466,2002,48.13,42.63,-5.50,-3.79,load
5622.7,3466,2003,48.05,42.58,-5.47,-3.76,load
5627.7,3465,2003,47.96,42.50,-5.46,-3.75,load
5632.7,3463,2002,47.88,42.42,-5.46,-3.75,load
5637.7,3463,2002,47.80,42.32,-5.48,-3.77,load
5642.7,3461,2002,47.71,42.25,-5.46,-3.75,load
5647.7,3461,2003,47.63,42.19,-5.44,-3.73,load
5652.7,3461,2003,47.55,42.14,-5.41,-3.70,load
5657.7,3458,2002,47.46,42.01,-5.45,-3.74,load
5662.7,3458,2002,47.38,41.95,-5.43,-3.72,load
5667.7,3457,2002,47.30,41.88,-5.42,-3.71,load
5672.6,3456,2002,47.22,41.80,-5.42,-3.71,load
5677.6,3455,2002,47.13,41.74,-5.39,-3.68,load
5682.6,3453,2002,47.05,41.62,-5.43,-3.72,load
5687.6,3453,2002,46.97,41.56,-5.41,-3.70,load
5692.6,3452,2002,46.88,41.50,-5.38,-3.67,load
5697.6,3452,2003,46.80,41.43,-5.37,-3.66,load
5702.6,3450,2002,46.72,41.34,-5.38,-3.67,load
5707.6,3450,2003,46.64,41.26,-5.38,-3.67,load
5712.6,3448,2002,46.55,41.17,-5.38,-3.67,load
5717.6,3448,2003,46.47,41.11,-5.36,-3.65,load
5722.6,3447,2003,46.39,41.06,-5.33,-3.62,load
5727.6,3445,2003,46.30,40.97,-5.33,-3.62,load
5732.6,3445,2002,46.22,40.91,-5.31,-3.60,load
5737.6,3443,2003,46.14,40.79,-5.35,-3.64,load
5742.6,3443,2003,46.05,40.74,-5.31,-3.60,load
5747.6,3442,2002,45.97,40.66,-5.31,-3.60,load
5752.6,3441,2002,45.89,40.60,-5.29,-3.58,load
5757.6,3440,2003,45.81,40.51,-5.30,-3.59,load
5762.6,3440,2003,45.72,40.46,-5.26,-3.55,load
5767.6,3437,2002,45.64,40.34,-5.30,-3.59,load
5772.6,3437,2004,45.56,40.28,-5.28,-3.57,load
5777.6,3437,2002,45.47,40.21,-5.26,-3.55,load
5782.6,3435,2003,45.39,40.14,-5.25,-3.54,load
5787.6,3435,2003,45.31,40.07,-5.24,-3.53,load
5792.6,3433,2003,45.22,40.00,-5.22,-3.51,load
5797.6,3432,2002,45.14,39.92,-5.22,-3.51,load
5802.6,3432,2002,45.06,39.85,-5.21,-3.50,load
5807.6,3431,2002,44.98,39.77,-5.21,-3.50,load
5812.6,3430,2003,44.89,39.70,-5.19,-3.48,load
5817.6,3428,2003,44.81,39.60,-5.21,-3.50,load
5822.6,3428,2004,44.73,39.52,-5.21,-3.50,load
5827.6,3427,2002,44.64,39.39,-5.25,-3.54,load
5832.6,3426,2002,44.56,39.36,-5.20,-3.49,load
5837.6,3425,2002,44.48,39.32,-5.16,-3.45,load
5842.5,3558,0,44.41,39.62,-4.79,-3.08,idle
5847.5,3570,0,44.41,40.01,-4.40,-2.69,idle
5852.5,3576,0,44.41,40.21,-4.20,-2.49,idle
5857.5,3581,0,44.41,40.31,-4.10,-2.39,idle
5862.5,3586,0,44.41,40.39,-4.02,-2.31,idle
5867.5,3588,0,44.41,40.41,-4.00,-2.29,idle
5872.5,3591,0,44.41,40.46,-3.95,-2.24,idle
5877.5,3595,0,44.41,40.49,-3.92,-2.21,idle
5882.5,3597,0,44.41,40.52,-3.89,-2.18,idle
5887.5,3600,0,44.41,40.53,-3.88,-2.17,idle
5892.5,3601,0,44.41,40.56,-3.85,-2.14,idle
5897.5,3601,0,44.41,40.54,-3.87,-2.16,idle
5902.5,3603,0,44.41,40.54,-3.87,-2.16,idle
5907.5,3605,0,44.41,40.56,-3.85,-2.14,idle
5912.5,3606,0,44.41,40.56,-3.85,-2.14,idle
5917.5,3607,0,44.41,40.54,-3.87,-2.16,idle
5922.5,3608,0,44.41,40.53,-3.88,-2.17,idle
5927.5,3610,0,44.41,40.55,-3.86,-2.15,idle
5932.5,3610,0,44.41,40.55,-3.86,-2.15,idle
5937.5,3611,0,44.41,40.53,-3.88,-2.17,idle
5942.5,3612,0,44.41,40.51,-3.90,-2.19,idle
5947.5,3612,0,44.41,40.50,-3.91,-2.20,idle
5952.5,3613,0,44.41,40.49,-3.92,-2.21,idle
5957.5,3613,0,44.41,40.47,-3.94,-2.23,idle
5962.5,3615,0,44.41,40.48,-3.93,-2.22,idle
5967.5,3615,0,44.41,40.48,-3.93,-2.22,idle
5972.5,3616,0,44.41,40.47,-3.94,-2.23,idle
5977.5,3617,0,44.41,40.46,-3.95,-2.24,idle
5982.5,3616,0,44.41,40.43,-3.98,-2.27,idle
5987.5,3617,0,44.41,40.42,-3.99,-2.28,idle
5992.5,3616,0,44.41,40.39,-4.02,-2.31,idle
5997.5,3618,0,44.41,40.40,-4.01,-2.30,idle
6002.5,3618,0,44.41,40.37,-4.04,-2.33,idle
6007.5,3620,0,44.41,40.39,-4.02,-2.31,idle
6012.5,3618,0,44.41,40.36,-4.05,-2.34,idle
6017.5,3620,0,44.41,40.37,-4.04,-2.33,idle
6022.5,3621,0,44.41,40.37,-4.04,-2.33,idle
6027.5,3621,0,44.41,40.36,-4.05,-2.34,idle
6032.5,3620,0,44.41,40.34,-4.07,-2.36,idle
6037.4,3620,0,44.41,40.33,-4.08,-2.37,idle
6042.4,3621,0,44.41,40.33,-4.08,-2.37,idle
6047.4,3621,0,44.41,40.31,-4.10,-2.39,idle
6052.4,3622,0,44.41,40.31,-4.10,-2.39,idle
6057.4,3622,0,44.41,40.31,-4.10,-2.39,idle
6062.4,3621,0,44.41,40.28,-4.13,-2.42,idle
6067.4,3622,0,44.41,40.27,-4.14,-2.43,idle
6072.4,3622,0,44.41,40.26,-4.15,-2.44,idle
6077.4,3622,0,44.41,40.27,-4.14,-2.43,idle
6082.4,3623,0,44.41,40.26,-4.15,-2.44,idle
6087.4,3623,0,44.41,40.25,-4.16,-2.45,idle
6092.4,3625,0,44.41,40.29,-4.12,-2.41,idle
6097.4,3625,0,44.41,40.27,-4.14,-2.43,idle
6102.4,3625,0,44.41,40.28,-4.13,-2.42,idle
6107.4,3623,0,44.41,40.26,-4.15,-2.44,idle
6112.4,3626,0,44.41,40.27,-4.14,-2.43,idle
6117.4,3626,0,44.41,40.27,-4.14,-2.43,idle
6122.4,3626,0,44.41,40.27,-4.14,-2.43,idle
6127.4,3626,0,44.41,40.26,-4.15,-2.44,idle
6132.4,3625,0,44.41,40.25,-4.16,-2.45,idle
6137.4,3626,0,44.41,40.25,-4.16,-2.45,idle
6142.4,3626,0,44.41,40.24,-4.17,-2.46,idle
6147.4,3627,0,44.41,40.26,-4.15,-2.44,idle
6152.4,3627,0,44.41,40.24,-4.17,-2.46,idle
6157.4,3627,0,44.41,40.25,-4.16,-2.45,idle
6162.4,3626,0,44.41,40.24,-4.17,-2.46,idle
6167.4,3627,0,44.41,40.24,-4.17,-2.46,idle
6172.4,3627,0,44.41,40.24,-4.17,-2.46,idle
6177.4,3628,0,44.41,40.23,-4.18,-2.47,idle
6182.4,3628,0,44.41,40.23,-4.18,-2.47,idle
6187.4,3628,0,44.41,40.23,-4.18,-2.47,idle
6192.4,3628,0,44.41,40.24,-4.17,-2.46,idle
6197.4,3628,0,44.41,40.28,-4.13,-2.42,idle
6202.4,3630,0,44.41,40.27,-4.14,-2.43,idle
6207.4,3628,0,44.41,40.27,-4.14,-2.43,idle
6212.4,3630,0,44.41,40.29,-4.12,-2.41,idle
6217.4,3630,0,44.41,40.28,-4.13,-2.42,idle
6222.4,3630,0,44.41,40.29,-4.12,-2.41,idle
6227.4,3630,0,44.41,40.28,-4.13,-2.42,idle
6232.4,3631,0,44.41,40.29,-4.12,-2.41,idle
6237.4,3631,0,44.41,40.30,-4.11,-2.40,idle
6242.4,3631,0,44.41,40.30,-4.11,-2.40,idle
6247.4,3631,0,44.41,40.29,-4.12,-2.41,idle
6252.4,3631,0,44.41,40.29,-4.12,-2.41,idle
6257.4,3631,0,44.41,40.30,-4.11,-2.40,idle
6262.4,3631,0,44.41,40.30,-4.11,-2.40,idle
6267.4,3632,0,44.41,40.31,-4.10,-2.39,idle
6272.4,3631,0,44.41,40.31,-4.10,-2.39,idle
6277.4,3632,0,44.41,40.32,-4.09,-2.38,idle
6282.3,3632,0,44.41,40.31,-4.10,-2.39,idle
6287.3,3631,0,44.41,40.31,-4.10,-2.39,idle
6292.3,3632,0,44.41,40.33,-4.08,-2.37,idle
6297.3,3632,0,44.41,40.32,-4.09,-2.38,idle
6302.3,3632,0,44.41,40.33,-4.08,-2.37,idle
6307.3,3632,0,44.41,40.33,-4.08,-2.37,idle
6312.3,3633,0,44.41,40.35,-4.06,-2.35,idle
6317.3,3633,0,44.41,40.35,-4.06,-2.35,idle
6322.3,3633,0,44.41,40.35,-4.06,-2.35,idle
6327.3,3633,0,44.41,40.35,-4.06,-2.35,idle
6332.3,3635,0,44.41,40.37,-4.04,-2.33,idle
6337.3,3633,0,44.41,40.35,-4.06,-2.35,idle
6342.3,3633,0,44.41,40.35,-4.06,-2.35,idle
6347.3,3633,0,44.41,40.36,-4.05,-2.34,idle
6352.3,3635,0,44.41,40.41,-4.00,-2.29,idle
6357.3,3633,0,44.41,40.39,-4.02,-2.31,idle
6362.3,3633,0,44.41,40.38,-4.03,-2.32,idle
6367.3,3635,0,44.41,40.42,-3.99,-2.28,idle
6372.3,3633,0,44.41,40.40,-4.01,-2.30,idle
6377.5,3635,0,44.41,40.43,-3.98,-2.27,idle
6382.5,3635,0,44.41,40.44,-3.97,-2.26,idle
6387.5,3635,0,44.41,40.45,-3.96,-2.25,idle
6392.5,3635,0,44.41,40.45,-3.96,-2.25,idle
6397.5,3635,0,44.41,40.45,-3.96,-2.25,idle
6402.5,3636,0,44.41,40.46,-3.95,-2.24,idle
6407.5,3636,0,44.41,40.47,-3.94,-2.23,idle
6412.5,3636,0,44.41,40.47,-3.94,-2.23,idle
6417.5,3636,0,44.41,40.48,-3.93,-2.22,idle
6422.5,3636,0,44.41,40.48,-3.93,-2.22,idle
6427.5,3636,0,44.41,40.49,-3.92,-2.21,idle
6432.5,3635,0,44.41,40.48,-3.93,-2.22,idle
6437.5,3636,0,44.41,40.49,-3.92,-2.21,idle
6442.5,3636,0,44.41,40.50,-3.91,-2.20,idle
6447.5,3491,2002,44.36,40.00,-4.36,-2.65,load
6452.5,3481,2002,44.28,39.94,-4.34,-2.63,load
6457.5,3472,2002,44.20,39.71,-4.49,-2.78,load
6462.5,3467,2003,44.11,39.52,-4.59,-2.88,load
6467.5,3461,2003,44.03,39.31,-4.72,-3.01,load
6472.5,3457,2003,43.95,39.19,-4.76,-3.05,load
6477.5,3453,2002,43.86,39.10,-4.76,-3.05,load
6482.5,3448,2002,43.78,38.99,-4.79,-3.08,load
6487.5,3446,2003,43.70,38.92,-4.78,-3.07,load
6492.5,3442,2003,43.61,38.82,-4.79,-3.08,load
6497.5,3440,2004,43.53,38.75,-4.78,-3.07,load
6502.5,3436,2003,43.45,38.65,-4.80,-3.09,load
6507.5,3435,2003,43.37,38.60,-4.77,-3.06,load
6512.5,3431,2002,43.28,38.51,-4.77,-3.06,load
6517.5,3428,2002,43.20,38.44,-4.76,-3.05,load
6522.5,3427,2003,43.12,38.37,-4.75,-3.04,load
6527.5,3425,2003,43.03,38.31,-4.72,-3.01,load
6532.5,3423,2003,42.95,38.24,-4.71,-3.00,load
6537.5,3421,2003,42.87,38.19,-4.68,-2.97,load
6542.5,3420,2002,42.78,38.14,-4.64,-2.93,load
6547.4,3417,2003,42.70,38.04,-4.66,-2.95,load
6552.4,3416,2002,42.62,38.01,-4.61,-2.90,load
6557.4,3415,2003,42.54,37.95,-4.59,-2.88,load
6562.4,3413,2002,42.45,37.87,-4.58,-2.87,load
6567.4,3412,2003,42.37,37.83,-4.54,-2.83,load
6572.4,3411,2003,42.29,37.79,-4.50,-2.79,load
6577.4,3410,2002,42.20,37.75,-4.45,-2.74,load
6582.4,3410,2002,42.12,37.67,-4.45,-2.74,load
6587.4,3407,2003,42.04,37.61,-4.43,-2.72,load
6592.4,3406,2003,41.95,37.55,-4.40,-2.69,load
6597.4,3403,2002,41.87,37.49,-4.38,-2.67,load
6602.4,3402,2003,41.79,37.42,-4.37,-2.66,load
6607.4,3403,2003,41.71,37.39,-4.32,-2.61,load
6612.4,3402,2002,41.62,37.35,-4.27,-2.56,load
6617.4,3400,2002,41.54,37.28,-4.26,-2.55,load
6622.4,3400,2002,41.46,37.23,-4.23,-2.52,load
6627.4,3398,2002,41.37,37.16,-4.21,-2.50,load
6632.4,3397,2002,41.29,37.11,-4.18,-2.47,load
6637.4,3396,2003,41.21,37.07,-4.14,-2.43,load
6642.4,3395,2003,41.12,37.01,-4.11,-2.40,load
6647.4,3393,2003,41.04,36.96,-4.08,-2.37,load
6652.4,3393,2002,40.96,36.90,-4.06,-2.35,load
6657.4,3391,2002,40.88,36.83,-4.05,-2.34,load
6662.4,3392,2002,40.79,36.80,-3.99,-2.28,load
6667.4,3391,2002,40.71,36.74,-3.97,-2.26,load
6672.4,3390,2002,40.63,36.69,-3.94,-2.23,load
6677.4,3388,2002,40.54,36.61,-3.93,-2.22,load
6682.4,3388,2002,40.46,36.55,-3.91,-2.20,load
6687.4,3387,2002,40.38,36.50,-3.88,-2.17,load
6692.4,3387,2003,40.29,36.46,-3.83,-2.12,load
6697.4,3386,2003,40.21,36.40,-3.81,-2.10,load
6702.4,3385,2002,40.13,36.35,-3.78,-2.07,load
6707.4,3383,2002,40.05,36.26,-3.79,-2.08,load
6712.4,3382,2003,39.96,36.20,-3.76,-2.05,load
6717.4,3381,2002,39.88,36.14,-3.74,-2.03,load
6722.4,3381,2002,39.80,36.09,-3.71,-2.00,load
6727.4,3380,2002,39.71,36.04,-3.67,-1.96,load
6732.4,3380,2002,39.63,36.00,-3.63,-1.92,load
6737.4,3378,2003,39.55,35.89,-3.66,-1.95,load
6742.4,3378,2003,39.46,35.85,-3.61,-1.90,load
6747.4,3376,2002,39.38,35.79,-3.59,-1.88,load
6752.4,3376,2002,39.30,35.72,-3.58,-1.87,load
6757.4,3375,2002,39.22,35.65,-3.57,-1.86,load
6762.4,3375,2003,39.13,35.62,-3.51,-1.80,load
6767.4,3373,2003,39.05,35.52,-3.53,-1.82,load
6772.4,3372,2003,38.97,35.46,-3.51,-1.80,load
6777.4,3371,2003,38.88,35.41,-3.47,-1.76,load
6782.4,3371,2002,38.80,35.35,-3.45,-1.74,load
6787.4,3371,2002,38.72,35.31,-3.41,-1.70,load
6792.4,3370,2003,38.63,35.22,-3.41,-1.70,load
6797.4,3368,2004,38.55,35.14,-3.41,-1.70,load
6802.4,3367,2003,38.47,35.08,-3.39,-1.68,load
6807.4,3366,2003,38.39,35.01,-3.38,-1.67,load
6812.4,3365,2004,38.30,34.96,-3.34,-1.63,load
6817.4,3365,2004,38.22,34.89,-3.33,-1.62,load
6822.3,3363,2002,38.14,34.80,-3.34,-1.63,load
6827.3,3363,2002,38.05,34.74,-3.31,-1.60,load
6832.3,3362,2003,37.97,34.67,-3.30,-1.59,load
6837.3,3361,2003,37.89,34.61,-3.28,-1.57,load
6842.3,3360,2004,37.80,34.54,-3.26,-1.55,load
6847.3,3360,2002,37.72,34.48,-3.24,-1.53,load
6852.3,3358,2003,37.64,34.39,-3.25,-1.54,load
6857.3,3357,2004,37.56,34.31,-3.25,-1.54,load
6862.3,3357,2002,37.47,34.26,-3.21,-1.50,load
6867.3,3356,2002,37.39,34.20,-3.19,-1.48,load
6872.3,3355,2002,37.31,34.12,-3.19,-1.48,load
6877.3,3353,2003,37.22,34.05,-3.17,-1.46,load
6882.3,3353,2004,37.14,33.96,-3.18,-1.47,load
6887.3,3352,2003,37.06,33.90,-3.16,-1.45,load
6892.3,3351,2002,36.97,33.83,-3.14,-1.43,load
6897.3,3351,2003,36.89,33.77,-3.12,-1.41,load
6902.3,3350,2002,36.81,33.70,-3.11,-1.40,load
6907.3,3350,2002,36.73,33.61,-3.12,-1.41,load
6912.3,3348,2003,36.64,33.53,-3.11,-1.40,load
6917.3,3347,2002,36.56,33.47,-3.09,-1.38,load
6922.3,3346,2002,36.48,33.40,-3.08,-1.37,load
6927.3,3345,2002,36.39,33.32,-3.07,-1.36,load
6932.3,3345,2003,36.31,33.27,-3.04,-1.33,load
6937.3,3343,2002,36.23,33.15,-3.08,-1.37,load
6942.3,3342,2002,36.14,33.09,-3.05,-1.34,load
6947.3,3342,2002,36.06,33.03,-3.03,-1.32,load
6952.3,3341,2002,35.98,32.96,-3.02,-1.31,load
6957.3,3340,2002,35.90,32.88,-3.02,-1.31,load
6962.3,3340,2002,35.81,32.81,-3.00,-1.29,load
6967.3,3338,2003,35.73,32.71,-3.02,-1.31,load
6972.3,3337,2002,35.65,32.64,-3.01,-1.30,load
6977.3,3336,2002,35.56,32.57,-2.99,-1.28,load
6982.3,3336,2003,35.48,32.51,-2.97,-1.26,load
6987.3,3471,0,35.44,32.95,-2.49,-0.78,idle
6992.3,3480,0,35.44,33.17,-2.27,-0.56,idle
6997.3,3486,0,35.44,33.28,-2.16,-0.45,idle
7002.3,3491,0,35.44,33.32,-2.12,-0.41,idle
7007.3,3495,0,35.44,33.37,-2.07,-0.36,idle
7012.3,3498,0,35.44,33.37,-2.07,-0.36,idle
7017.3,3502,0,35.44,33.40,-2.04,-0.33,idle
7022.3,3503,0,35.44,33.35,-2.09,-0.38,idle
7027.3,3507,0,35.44,33.39,-2.05,-0.34,idle
7032.3,3510,0,35.44,33.39,-2.05,-0.34,idle
7037.3,3513,0,35.44,33.39,-2.05,-0.34,idle
7042.3,3513,0,35.44,33.34,-2.10,-0.39,idle
7047.3,3515,0,35.44,33.33,-2.11,-0.40,idle
7052.2,3517,0,35.44,33.31,-2.13,-0.42,idle
7057.2,3518,0,35.44,33.28,-2.16,-0.45,idle
7062.2,3520,0,35.44,33.27,-2.17,-0.46,idle
7067.2,3521,0,35.44,33.24,-2.20,-0.49,idle
7072.2,3522,0,35.44,33.21,-2.23,-0.52,idle
7077.2,3522,0,35.44,33.16,-2.28,-0.57,idle
7082.2,3525,0,35.44,33.17,-2.27,-0.56,idle
7087.2,3525,0,35.44,33.13,-2.31,-0.60,idle
7092.2,3526,0,35.44,33.11,-2.33,-0.62,idle
7097.2,3527,0,35.44,33.07,-2.37,-0.66,idle
7102.2,3527,0,35.44,33.02,-2.42,-0.71,idle
7107.2,3528,0,35.44,33.01,-2.43,-0.72,idle
7112.2,3528,0,35.44,32.96,-2.48,-0.77,idle
7117.2,3530,0,35.44,32.96,-2.48,-0.77,idle
7122.2,3531,0,35.44,32.95,-2.49,-0.78,idle
7127.2,3531,0,35.44,32.91,-2.53,-0.82,idle
7132.2,3531,0,35.44,32.87,-2.57,-0.86,idle
7137.2,3532,0,35.44,32.84,-2.60,-0.89,idle
7142.2,3532,0,35.44,32.81,-2.63,-0.92,idle
7147.2,3532,0,35.44,32.78,-2.66,-0.95,idle
7152.2,3533,0,35.44,32.76,-2.68,-0.97,idle
7157.2,3532,0,35.44,32.73,-2.71,-1.00,idle
7162.2,3533,0,35.44,32.69,-2.75,-1.04,idle
7167.2,3533,0,35.44,32.66,-2.78,-1.07,idle
7172.2,3535,0,35.44,32.69,-2.75,-1.04,idle
7177.2,3535,0,35.44,32.66,-2.78,-1.07,idle
7182.2,3536,0,35.44,32.64,-2.80,-1.09,idle
7187.2,3536,0,35.44,32.62,-2.82,-1.11,idle
7192.2,3536,0,35.44,32.58,-2.86,-1.15,idle
7197.2,3536,0,35.44,32.56,-2.88,-1.17,idle
7202.2,3536,0,35.44,32.54,-2.90,-1.19,idle
7207.2,3537,0,35.44,32.52,-2.92,-1.21,idle
7212.2,3536,0,35.44,32.49,-2.95,-1.24,idle
7217.2,3536,0,35.44,32.47,-2.97,-1.26,idle
7222.2,3536,0,35.44,32.44,-3.00,-1.29,idle
7227.2,3536,0,35.44,32.42,-3.02,-1.31,idle
7232.2,3537,0,35.44,32.41,-3.03,-1.32,idle
7237.1,3536,0,35.44,32.37,-3.07,-1.36,idle
7242.1,3537,0,35.44,32.37,-3.07,-1.36,idle
7247.1,3537,0,35.44,32.33,-3.11,-1.40,idle
7252.1,3537,0,35.44,32.32,-3.12,-1.41,idle
7257.1,3537,0,35.44,32.30,-3.14,-1.43,idle
7262.1,3538,0,35.44,32.30,-3.14,-1.43,idle
7267.1,3537,0,35.44,32.27,-3.17,-1.46,idle
7272.1,3538,0,35.44,32.27,-3.17,-1.46,idle
7277.1,3538,0,35.44,32.25,-3.19,-1.48,idle
7282.1,3538,0,35.44,32.22,-3.22,-1.51,idle
7287.1,3540,0,35.44,32.23,-3.21,-1.50,idle
7292.1,3538,0,35.44,32.21,-3.23,-1.52,idle
7297.1,3540,0,35.44,32.20,-3.24,-1.53,idle
7302.1,3538,0,35.44,32.20,-3.24,-1.53,idle
7307.1,3540,0,35.44,32.20,-3.24,-1.53,idle
7312.1,3538,0,35.44,32.15,-3.29,-1.58,idle
7317.1,3540,0,35.44,32.17,-3.27,-1.56,idle
7322.1,3538,0,35.44,32.14,-3.30,-1.59,idle
7327.1,3538,0,35.44,32.12,-3.32,-1.61,idle
7332.1,3540,0,35.44,32.13,-3.31,-1.60,idle
7337.1,3540,0,35.44,32.12,-3.32,-1.61,idle
7342.1,3540,0,35.44,32.10,-3.34,-1.63,idle
7347.1,3540,0,35.44,32.11,-3.33,-1.62,idle
7352.1,3540,0,35.44,32.08,-3.36,-1.65,idle
7357.1,3540,0,35.44,32.09,-3.35,-1.64,idle
7362.1,3540,0,35.44,32.07,-3.37,-1.66,idle
7367.1,3540,0,35.44,32.07,-3.37,-1.66,idle
7372.1,3540,0,35.44,32.05,-3.39,-1.68,idle
7377.1,3541,0,35.44,32.04,-3.40,-1.69,idle
7382.1,3541,0,35.44,32.04,-3.40,-1.69,idle
7387.1,3540,0,35.44,32.03,-3.41,-1.70,idle
7392.1,3541,0,35.44,32.02,-3.42,-1.71,idle
7397.1,3540,0,35.44,32.01,-3.43,-1.72,idle
7402.1,3541,0,35.44,32.01,-3.43,-1.72,idle
7407.1,3541,0,35.44,32.00,-3.44,-1.73,idle
7412.1,3540,0,35.44,31.99,-3.45,-1.74,idle
7417.1,3541,0,35.44,31.99,-3.45,-1.74,idle
7422.1,3541,0,35.44,31.99,-3.45,-1.74,idle
7427.1,3540,0,35.44,31.96,-3.48,-1.77,idle
7432.1,3541,0,35.44,31.96,-3.48,-1.77,idle
7437.0,3541,0,35.44,31.95,-3.49,-1.78,idle
7442.0,3541,0,35.44,31.95,-3.49,-1.78,idle
7447.0,3541,0,35.44,31.94,-3.50,-1.79,idle
7452.0,3541,0,35.44,31.93,-3.51,-1.80,idle
7457.0,3541,0,35.44,31.92,-3.52,-1.81,idle
7462.0,3541,0,35.44,31.92,-3.52,-1.81,idle
7467.0,3541,0,35.44,31.92,-3.52,-1.81,idle
7472.0,3541,0,35.44,31.92,-3.52,-1.81,idle
7477.0,3541,0,35.44,31.91,-3.53,-1.82,idle
7482.0,3541,0,35.44,31.91,-3.53,-1.82,idle
7487.0,3541,0,35.44,31.89,-3.55,-1.84,idle
7492.0,3541,0,35.44,31.89,-3.55,-1.84,idle
7497.0,3541,0,35.44,31.88,-3.56,-1.85,idle
7502.0,3541,0,35.44,31.89,-3.55,-1.84,idle
7507.0,3541,0,35.44,31.88,-3.56,-1.85,idle
7512.0,3541,0,35.44,31.87,-3.57,-1.86,idle
7517.0,3542,0,35.44,31.88,-3.56,-1.85,idle
7522.0,3541,0,35.44,31.87,-3.57,-1.86,idle
7527.0,3541,0,35.44,31.86,-3.58,-1.87,idle
7532.0,3541,0,35.44,31.86,-3.58,-1.87,idle
7537.0,3542,0,35.44,31.86,-3.58,-1.87,idle
7542.0,3542,0,35.44,31.86,-3.58,-1.87,idle
7547.0,3541,0,35.44,31.85,-3.59,-1.88,idle
7552.0,3541,0,35.44,31.84,-3.60,-1.89,idle
7557.0,3541,0,35.44,31.84,-3.60,-1.89,idle
7562.0,3541,0,35.44,31.83,-3.61,-1.90,idle
7567.0,3541,0,35.44,31.83,-3.61,-1.90,idle
7572.0,3542,0,35.44,31.84,-3.60,-1.89,idle
7577.0,3542,0,35.44,31.84,-3.60,-1.89,idle
7582.0,3541,0,35.44,31.82,-3.62,-1.91,idle
7587.0,3542,0,35.44,31.82,-3.62,-1.91,idle
7592.0,3395,2003,35.37,30.91,-4.46,-2.75,load
7596.9,3386,2002,35.28,30.65,-4.63,-2.92,load
7601.9,3380,2004,35.20,30.49,-4.71,-3.00,load
7606.9,3375,2002,35.12,30.33,-4.79,-3.08,load
7611.9,3368,2002,35.03,30.20,-4.83,-3.12,load
7616.9,3363,2003,34.95,30.06,-4.89,-3.18,load
7621.9,3361,2003,34.87,30.02,-4.85,-3.14,load
7626.9,3357,2002,34.79,30.03,-4.76,-3.05,load
7631.9,3353,2003,34.70,29.93,-4.77,-3.06,load
7636.9,3350,2002,34.62,29.86,-4.76,-3.05,load
7641.9,3346,2003,34.54,29.78,-4.76,-3.05,load
7646.9,3343,2002,34.45,29.70,-4.75,-3.04,load
7651.9,3340,2002,34.37,29.63,-4.74,-3.03,load
7656.9,3338,2004,34.29,29.55,-4.74,-3.03,load
7661.9,3335,2003,34.21,29.53,-4.68,-2.97,load
7666.9,3332,2002,34.12,29.52,-4.60,-2.89,load
7671.9,3330,2003,34.04,29.51,-4.53,-2.82,load
7676.9,3327,2003,33.96,29.49,-4.47,-2.76,load
7681.9,3325,2002,33.87,29.48,-4.39,-2.68,load
7686.9,3323,2003,33.79,29.48,-4.31,-2.60,load
7691.9,3322,2002,33.71,29.49,-4.22,-2.51,load
7696.9,3318,2002,33.62,29.48,-4.14,-2.43,load
7701.9,3316,2002,33.54,29.45,-4.09,-2.38,load
7706.9,3315,2002,33.46,29.46,-4.00,-2.29,load
7711.9,3312,2003,33.38,29.43,-3.95,-2.24,load
7716.9,3312,2003,33.29,29.45,-3.84,-2.13,load
7721.9,3310,2002,33.21,29.45,-3.76,-2.05,load
7726.9,3310,2003,33.13,29.44,-3.69,-1.98,load
7731.9,3307,2003,33.04,29.44,-3.60,-1.89,load
7736.9,3306,2002,32.96,29.44,-3.52,-1.81,load
7741.9,3305,2002,32.88,29.45,-3.43,-1.72,load
7746.9,3303,2003,32.79,29.43,-3.36,-1.65,load
7751.9,3303,2002,32.71,29.44,-3.27,-1.56,load
7756.8,3301,2003,32.63,29.45,-3.18,-1.47,load
7761.8,3301,2004,32.55,29.45,-3.10,-1.39,load
7766.8,3300,2002,32.46,29.44,-3.02,-1.31,load
